# Bin Center, Frequency Count, Left Edges, Right Edges
4.551842251488377224e+04,0.000000000000000000e+00,4.547725458673759567e+04,4.555959044302994880e+04
4.560075837117612537e+04,0.000000000000000000e+00,4.555959044302994880e+04,4.564192629932230921e+04
4.568309422746848577e+04,0.000000000000000000e+00,4.564192629932230921e+04,4.572426215561466233e+04
4.576543008376083890e+04,0.000000000000000000e+00,4.572426215561466233e+04,4.580659801190701546e+04
4.584776594005319930e+04,0.000000000000000000e+00,4.580659801190701546e+04,4.588893386819937587e+04
4.593010179634555243e+04,0.000000000000000000e+00,4.588893386819937587e+04,4.597126972449172899e+04
4.601243765263790556e+04,0.000000000000000000e+00,4.597126972449172899e+04,4.605360558078408940e+04
4.609477350893026596e+04,0.000000000000000000e+00,4.605360558078408940e+04,4.613594143707644253e+04
4.617710936522261909e+04,0.000000000000000000e+00,4.613594143707644253e+04,4.621827729336879565e+04
4.625944522151497949e+04,0.000000000000000000e+00,4.621827729336879565e+04,4.630061314966115606e+04
4.634178107780733262e+04,0.000000000000000000e+00,4.630061314966115606e+04,4.638294900595350919e+04
4.642411693409968575e+04,0.000000000000000000e+00,4.638294900595350919e+04,4.646528486224586231e+04
4.650645279039203888e+04,0.000000000000000000e+00,4.646528486224586231e+04,4.654762071853822272e+04
4.658878864668439928e+04,0.000000000000000000e+00,4.654762071853822272e+04,4.662995657483057585e+04
4.667112450297675969e+04,0.000000000000000000e+00,4.662995657483057585e+04,4.671229243112293625e+04
4.675346035926911281e+04,0.000000000000000000e+00,4.671229243112293625e+04,4.679462828741528938e+04
4.683579621556146594e+04,0.000000000000000000e+00,4.679462828741528938e+04,4.687696414370764251e+04
4.691813207185381907e+04,1.000000000000000000e+00,4.687696414370764251e+04,4.695930000000000291e+04
